text,label,book_id
"About their waists they tied the dancing
girdle, never worn except on these occasions, and made of twisted green
ferns. The men took off their cool, easy everyday costume, of a short
cotton kilt and gay  singlet, and attired themselves in shirts
and heavy stuff trousers (bought from the trader at enormous expense,
and considered the acme of smartness). Both sexes crowned themselves
with the curious dancing headdress, which looks exactly like the
long-rayed halo of a saint, and is made by splitting a palm frond down
the middle, and fastening it in a half-circle about the back of the
head.",1900-2000,54499
"Do we know
better than God? Settle it down in your mind that you will receive all
and believe all, and that what you cannot understand you will take on
trust. Remember, when you pray, you are speaking to God, and God hears
you.",1800-1900,38162
"To show the excellences of the art and the
lovableness of the artist rather than to hunt for defects is the duty
and the delight of the teacher of literature. This does not mean,
however, that one dare never see the weaker side, the foibles and
eccentricities of the man of genius. I like Macaulay none the less because his cock-sureness and loquacity
came dangerously near to making him a bore; Dr. Johnson grows in
interest when I learn that he found it a continual and almost hopeless
struggle to become an early riser, that he feared death, and could
drink tea as long as the housekeeper could brew it; that Tennyson was
a slave to tobacco and acted like a yokel when the newly-wedded
Muellers entertained him at breakfast does not detract from my
enjoyment of the exquisite pathos of _Tears, Idle Tears_; that the
marriage of the Brownings was a runaway romance is a whole commentary
of explanation when I read their poems of romantic love; that
Longfellow is said to have declined an invitation to the Adirondacks
because he was told that Emerson was to carry a gun is really far more
delightful, and I may add valuable, information than to know the exact
date of the birth of either.",1900-2000,26910
"Thanksgiving was but a week off, so the football team had to work
hard to get into proper condition. Moreover, studies must not be
neglected, for Captain Putnam was strict, and would have canceled
the game had his cadets become unmindful of their school duties. But the team got permission to get up an hour earlier than usual
every morning, and this time was spent in the hardest kind of
practice with the ball.",1800-1900,5780
I have nothing to say to that; you may tell him what you think fit. _D_. But he will be in a great rage if I do not. _W_.,1700-1800,6422
"It was like Miss Stone's room. But Miss
Stone was not like that. You could hug Nono and tell her secrets and
what you wanted for luncheon.",1900-2000,4714
"The place of rendezvous for the triremes was at Elæus
of the Chersonesus, from whence detachments from the army were sent,
and by force of blows compelled to dig a passage through Mount Athos,
with orders to relieve each other at certain regular intervals. The
undertaking was assisted by those who inhabited the mountain, and the
conduct of the work was confided to Bubares, the son of Megabazus, and
Antachæus, son of Artæus, both of whom were Persians. [b]

This incident Richardson conceives to be utterly incredible. The
promontory was, as he justly remarks, no more than two hundred miles
from Athens, and yet Xerxes is said to have employed a number of men,
three years before his crossing the Hellespont, to separate it from the
continent, and make a canal for his shipping. Themistocles, also, who
from the time of the battle of Marathon had been incessantly alarming the
Athenians with another Persian invasion, never endeavoured to support his
opinion by any allusion to this canal, the very digging of which must
have filled all Greece with astonishment, and been the subject of every
public conversation.",1900-2000,55195
"And he said in that
of likelihood as he thought. Therevpon foorthwith they brought him
vnto the king his brother into the bishops palace at Paules, and from
thense thorough the citie honourablie into the Tower, out of the which
after that daie they neuer came abroad. (*) When the protector had
both the children in his hands, he opened himselfe more boldlie, both
to certeine other men, and also cheeflie to the duke of Buckingham.",1483-1600,45614
"West at once
dismissed this pedantry, and restored nature and propriety in his noble
work of ‘the Death of Wolfe.’ The multitude acknowledged its excellence
at once; the lovers of old art, the manufacturers of compositions,
called by courtesy classical, complained of the barbarism of boots and
buttons, and blunderbusses, and cried out for naked warriors, with bows,
bucklers, and battering rams. Lord Grosvenor, disregarding the frowns of
the amateurs, and the, at best, cold approbation of the Royal Academy,
purchased this work, which, in spite of laced coats and cocked hats, is
one of the best of our historical pictures. The Indian warrior watching
the dying hero to see if he equalled in fortitude the children of the
desert, is a fine stroke of nature and poetry.”

West, however, was plagued with misgivings as to his new doctrine; and
the dampers came forth in numbers with their unvarying, “It will never
do.” When it was understood that West actually intended to paint the
characters as they appeared on the scene, the Archbishop of York called
on Reynolds, and asked his opinion; they both called upon West to
dissuade him from running so great a risk.",1700-1800,50156
"We have printed in this book many letters from distinguished artists
expressing their satisfaction with our rendering of their drawings,
with one object--to place beyond all doubt that if wood engravings were
produced under the conditions named, the results would always prove
satisfactory. We have a letter before us from Sir Edward Burne-Jones, in which he
says: ""I was quite unprepared for such fidelity."" By the introduction of the various ""processes"" by which artists'
drawings are nowadays made applicable for reproduction, the days of
wood engraving are practically over, and we have to bow to the new
light which we had long felt would come; and we need hardly say that,
for the reproduction of good pen work, with the new process by line
etching, the results are perfect. Also, when we look at the reproductions of tint drawings by such
men as William Small, De Haenen, the Pagets, Caton Woodville, W. L.
and C. Wyllie, Edgar Bundy, Jacomb Hood, and many other artists of
distinction, by the half-tone process, and when we think (beyond all
this fine artistic work) of the vast mass of wonderful illustration
given to the public, week by week, of every conceivable class of
subject, direct from the camera, in which the draughtsman has no part
at all, and this work is generally of singular beauty and truth--we
feel that our occupation is gone.",1700-1800,48721
