text,text_number,label
"He ought to have led an orchestra or played a 'cello. He is too big for first violin."" There was a group about the carriage to the last, when the music came to an end and it drove away. There had been no possible opportunity of passing close to it even had the presence of the young officer and the boy not presented an insurmountable obstacle. Marco and The Rat went on their way and passed by the Hof-Theater and read the bills. ""Tristan and Isolde"" was to be presented at night and a great singer would sing _Isolde_. ""He will go to",384,1800s
"Stars swimming on the Water; then he was added to the Number of the Saints and Martyrs, and his Corpse was taken out of the River, and carried with Pomp to _Prague_, where it was interr’d in the Church of _Dain_ in the old Town, of which he was a Canon. His Corpse being found some Years ago, his Tongue appearing to be as fresh as ever, was taken out of his Mouth and put into a Silver Gilt Box; the Body was enclosed in a stately Coffin, and the whole carried with great Ceremony to the Cathedral. An Altar being erected in the middle of the right Wing of the Choir, there the Saint was",38495,1600s
"suffered also. During the three terrible hours that the play had lasted, he had lived centuries of pain, aeon upon aeon of torture. His life was well worth hers. She had marred him for a moment, if he had wounded her for an age. Besides, women were better suited to bear sorrow than men. They lived on their emotions. They only thought of their emotions. When they took lovers, it was merely to have some one with whom they could have scenes. Lord Henry had told him that, and Lord Henry knew what women were. Why should he trouble about Sibyl Vane? She was",174,1800s
"ale._ LANCE. And thereof comes the proverb, “Blessing of your heart, you brew good ale.” SPEED. _Item, She can sew._ LANCE. That’s as much as to say, “Can she so?” SPEED. _Item, She can knit._ LANCE. What need a man care for a stock with a wench, when she can knit him a stock? SPEED. _Item, She can wash and scour._ LANCE. A special virtue, for then she need not be washed and scoured. SPEED. _Item, She can spin._ LANCE. Then may I set the world on wheels, when she can spin for her living. SPEED. _Item, She hath many nameless",1509,1500s
"of his satire, and the cleanness of expression, without ascending to those heights to which his own vigour might have carried him. But limiting his desires only to the conquest of Lucilius, he had his ends of his rival, who lived before him, but made way for a new conquest over himself by Juvenal his successor. He could not give an equal pleasure to his reader, because he used not equal instruments. The fault was in the tools, and not in the workman. But versification and numbers are the greatest pleasures of poetry. Virgil knew",2615,1600s
"destroying the small residue of that People with his Cruelties and Brutishness. It was the usual Custom of this Tyrant, when he made War with any City or Province, to take along with himas many of those _Indians_ he had subjugated as he could, that they might fight with their Country-men; and when he had in his Army Twenty, or sometimes Thirty Thousand of them, and could not afford them sustenance, he permitted them to feed on the Flesh of other _Indians_ taken Prisoners in War; and so kept a Shambles of Man's Flesh in",20321,1400s
"might have woo'd me first; For, in my conscience, I was the first man That e'er received gift from him. And does he think so backwardly of me now That I'll requite it last? No; So it may prove an argument of laughter To th' rest, and I 'mongst lords be thought a fool. I'd rather than the worth of thrice the sum Had sent to me first, but for my mind's sake; I'd such a courage to do him good. But now return, And with their faint reply this answer join: Who bates mine honour shall not know my coin. Exit",1798,1500s
"to a person, whom he had never expected to see again, was immeasurable. He rushed forward with a kind of rapture; he suddenly recollected himself; but at length advanced with hesitation. There was no one present beside those we have already named. The castle was probably familiar to every person except Delia and her companions. Every one beside was therefore assembled upon the terrace. Our heroine now gradually",10318,1700s
"som amõg these iolly felowes whiche had rather haue the name then the thynge. _Boni._ Surely & so thynke I. Yf he be a kinge whiche by lawe and equyte regardes more the commoditie of his people then his owne lucre/yf he be a bisshop which alwayes is careful for the lordes flocke cõmytted to his pastorall charge/yf he be a magistrate which frankelie and of good wyll dothe make prouysyon, and dothe all thinge for the comyn welthes sake/and yf he be a phylosopher whiche passynge not vpon the goodes of this worlde, only geueth",14500,1400s
"I am going away, but I am coming back."" I thought to cheer them up, but they wept the more. Next day I drew my money. I had it all in one joyous wad--$240. I was going home with head high and aircastles even higher. But I never got home with the money. Talk about the fool and his money and you get very personal. For on the way home I met Deacon K, and he borrowed it all. Deacon K was ""such a good man"" and a ""pillar of the church."" I used to wonder, tho, why he didn't take a pillow to church. I took his note for $240, ""due at corncutting,"" as we termed that annual fall-time paying up",455,1800s
"of Dharuma by Sesson, suddenly takes fire through the negligence of the samurai in charge. Resolved at all hazards to rescue the precious painting, he rushes into the burning building and seizes the kakemono, only to find all means of exit cut off by the flames. Thinking only of the picture, he slashes open his body with his sword, wraps his torn sleeve about the Sesson and plunges it into the gaping wound. The fire is at last extinguished. Among the smoking embers is found a half-consumed corpse, within which reposes the treasure uninjured by the fire. Horrible as such tales",769,1800s
